Title,Abstract,URLs,Protocols
Baltic Sea - Gulf of Riga - DIVAnd 4D seasonal analysis of Water body chlorophyll-a 1994/2019 v2021,"Water body chlorophyll-a - Seasonal Climatology for Gulf of Riga for the period 1994-2019 on the domain: Lon 22.3-25.0°E, Lat 56.8-58.4°N. 
Data Sources: observational data from SeaDataNet/EMODnet Chemistry Data Network.
Description of DIVA analysis: The computation was done with the DIVAnd (Data-Interpolating Variational Analysis in n dimensions), version 2.7, using GEBCO 30sec topography for the spatial connectivity of water masses. Horizontal correlation length of 25 km and vertical correlation length of 10 m. Depth range: 0.0, 2.5, 5, 10, 15, 20, 25, 30, 40, 50 m. Units: mg/m3. 
The horizontal resolution of the produced DIVAnd maps grids is 0.01 degrees.","http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
https://emodnet.ec.europa.eu/geoviewer/; 
https://doi.org/10.6092/8fq5-b416; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-domains/Coastal_areas/Baltic_Sea_-_Gulf_of_Riga/Water_body_chlorophyll-a.nc.html; 
http://opendap.oceanbrowser.net/thredds/fileServer/data/emodnet-domains/Coastal_areas/Baltic_Sea_-_Gulf_of_Riga/Water_body_chlorophyll-a.nc; 
https://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0","OGC:WMS; 
WWW:LINK; 
DOI; 
WWW:DOWNLOAD-1.0-link--download; 
WWW:DOWNLOAD-1.0-link--download; 
OGC:WMS"
Baltic Sea - Gulf of Riga - DIVAnd 4D seasonal analysis of Water body chlorophyll-a 2001/2021 v2023,"Water body chlorophyll-a - Seasonal Climatology for Gulf of Riga for the period  2001-2021. 
    Four seasons (March-May, June-August, September-November, December-February). 
    Analyses for depths (m) (HELCOM standard depths): 0, 5, 10, 15, 20, 25, 30, 40.
    
    Data Sources: observational data from SeaDataNet/EMODnet Chemistry Data Network.
    
    Description of DIVAnd analysis: Geostatistical data analysis by DIVA (Data-Interpolating Variational Analysis) tool. 
    GEBCO_04 Grid (30 arc-seconds) topography is used for the contouring preparation. 
    Files contain analysed fields, error fields and combined field with the deepest value for each grid point selected. 
    Also pre-masked fields using relative error threshold 0.3 and 0.5 are included. 
    In the analyses the horizontal correlation length is fixed to 25 km and decreasing towards the coastline, 
    the vertical correlation length is varying with depth.
    Signal to noise ratio were fixed to 1.0. 
    Log transformation was used in the analyses. No detrending, advection constraints or weighting are applied. 
    The horizontal resolution of the produced DIVAnd maps grids is 0.01 degrees.
    Unit is mg/m3.","http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
https://emodnet.ec.europa.eu/geoviewer/; 
https://doi.org/10.13120/eea90fe0-0753-4d90-8c03-45d47627c2e4; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-domains/Coastal_areas/Baltic_Sea_-_Gulf_of_Riga/Water_body_chlorophyll-a.nc.html; 
http://ec.oceanbrowser.net/data/emodnet-domains/Coastal_areas/Baltic_Sea_-_Gulf_of_Riga/Water_body_chlorophyll-a.nc","OGC:WMS; 
OGC:WMS; 
WWW:LINK; 
DOI; 
WWW:DOWNLOAD-1.0-link--download; 
WWW:DOWNLOAD-1.0-link--download"
Baltic Sea - Gulf of Riga - DIVAnd 4D seasonal analysis of Water body dissolved inorganic nitrogen (DIN) 1994/2019 v2021,"Water body dissolved inorganic nitrogen (DIN) - Seasonal Climatology for Gulf of Riga for the period 1994-2019 on the domain: Lon 22.3-25.0°E, Lat 56.8-58.4°N. 
Data Sources: observational data from SeaDataNet/EMODnet Chemistry Data Network.
Description of DIVA analysis: The computation was done with the DIVAnd (Data-Interpolating Variational Analysis in n dimensions), version 2.7, using GEBCO 30sec topography for the spatial connectivity of water masses. Horizontal correlation length of 25 km and vertical correlation length of 10 m. Depth range: 0.0, 2.5, 5, 10, 15, 20, 25, 30, 40, 50 m. Units: µmol/l. 
The horizontal resolution of the produced DIVAnd maps grids is 0.01 degrees.","http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
https://emodnet.ec.europa.eu/geoviewer/; 
https://doi.org/10.6092/yftm-cq55; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-domains/Coastal_areas/Baltic_Sea_-_Gulf_of_Riga/Water_body_dissolved_inorganic_nitrogen.nc.html; 
http://opendap.oceanbrowser.net/thredds/fileServer/data/emodnet-domains/Coastal_areas/Baltic_Sea_-_Gulf_of_Riga/Water_body_dissolved_inorganic_nitrogen.nc","OGC:WMS; 
OGC:WMS; 
WWW:LINK; 
DOI; 
WWW:DOWNLOAD-1.0-link--download; 
WWW:DOWNLOAD-1.0-link--download"
Baltic Sea - Gulf of Riga - DIVAnd 4D seasonal analysis of Water body dissolved inorganic nitrogen 1995/2021 v2023,"Water body dissolved inorganic nitrogen - Seasonal Climatology for Gulf of Riga for the period  1995-2021. 
    Four seasons (March-May, June-August, September-November, December-February). 
    Analyses for depths (m) (HELCOM standard depths): 0, 5, 10, 15, 20, 25, 30, 40, 50.
    
    Data Sources: observational data from SeaDataNet/EMODnet Chemistry Data Network.
    
    Description of DIVAnd analysis: Geostatistical data analysis by DIVA (Data-Interpolating Variational Analysis) tool. 
    GEBCO_04 Grid (30 arc-seconds) topography is used for the contouring preparation. 
    Files contain analysed fields, error fields and combined field with the deepest value for each grid point selected. 
    Also pre-masked fields using relative error threshold 0.3 and 0.5 are included. 
    In the analyses the horizontal correlation length is fixed to 25 km and decreasing towards the coastline, 
    the vertical correlation length is varying with depth.
    Signal to noise ratio were fixed to 1.0. 
    Log transformation was used in the analyses. No detrending, advection constraints or weighting are applied. 
    The horizontal resolution of the produced DIVAnd maps grids is 0.01 degrees.
    Unit is umol/l.","http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
https://emodnet.ec.europa.eu/geoviewer/; 
https://doi.org/10.13120/e4928a73-9ef1-4a43-b67c-9da4349237f0; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-domains/Coastal_areas/Baltic_Sea_-_Gulf_of_Riga/Water_body_dissolved_inorganic_nitrogen.nc.html; 
http://ec.oceanbrowser.net/data/emodnet-domains/Coastal_areas/Baltic_Sea_-_Gulf_of_Riga/Water_body_dissolved_inorganic_nitrogen.nc","OGC:WMS; 
OGC:WMS; 
WWW:LINK; 
DOI; 
WWW:DOWNLOAD-1.0-link--download; 
WWW:DOWNLOAD-1.0-link--download"
Baltic Sea - Gulf of Riga - DIVAnd 4D seasonal analysis of Water body dissolved oxygen concentration 1994/2019 v2021,"Water body dissolved oxygen concentration - Seasonal Climatology for Gulf of Riga for the period 1994-2019 on the domain: Lon 22.3-25.0°E, Lat 56.8-58.4°N. 
Data Sources: observational data from SeaDataNet/EMODnet Chemistry Data Network.
Description of DIVA analysis: The computation was done with the DIVAnd (Data-Interpolating Variational Analysis in n dimensions), version 2.7, using GEBCO 30sec topography for the spatial connectivity of water masses. Horizontal correlation length of 25 km and vertical correlation length of 10 m. Depth range: 0.0, 2.5, 5, 10, 15, 20, 25, 30, 40, 50 m. Units: µmol/l. 
The horizontal resolution of the produced DIVAnd maps grids is 0.01 degrees.","http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
https://emodnet.ec.europa.eu/geoviewer/; 
https://doi.org/10.6092/1b8g-8179; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-domains/Coastal_areas/Baltic_Sea_-_Gulf_of_Riga/Water_body_dissolved_oxygen_concentration.nc.html; 
http://opendap.oceanbrowser.net/thredds/fileServer/data/emodnet-domains/Coastal_areas/Baltic_Sea_-_Gulf_of_Riga/Water_body_dissolved_oxygen_concentration.nc","OGC:WMS; 
OGC:WMS; 
WWW:LINK; 
DOI; 
WWW:DOWNLOAD-1.0-link--download; 
WWW:DOWNLOAD-1.0-link--download"
Baltic Sea - Gulf of Riga - DIVAnd 4D seasonal analysis of Water body dissolved oxygen concentration 1995/2021 v2023,"Water body dissolved oxygen concentration - Seasonal Climatology for Gulf of Riga for the period  1995-2021. 
    Four seasons (March-May, June-August, September-November, December-February). 
    Analyses for depths (m) (HELCOM standard depths): 0, 5, 10, 15, 20, 25, 30, 40, 50.
    
    Data Sources: observational data from SeaDataNet/EMODnet Chemistry Data Network.
    
    Description of DIVAnd analysis: Geostatistical data analysis by DIVA (Data-Interpolating Variational Analysis) tool. 
    GEBCO_04 Grid (30 arc-seconds) topography is used for the contouring preparation. 
    Files contain analysed fields, error fields and combined field with the deepest value for each grid point selected. 
    Also pre-masked fields using relative error threshold 0.3 and 0.5 are included. 
    In the analyses the horizontal correlation length is fixed to 25 km and decreasing towards the coastline, 
    the vertical correlation length is varying with depth.
    Signal to noise ratio were fixed to 1.0. 
    Log transformation was used in the analyses. No detrending, advection constraints or weighting are applied. 
    The horizontal resolution of the produced DIVAnd maps grids is 0.01 degrees.
    Unit is umol/l.","http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
https://emodnet.ec.europa.eu/geoviewer/; 
https://doi.org/10.13120/4c9f5786-5d03-40e4-9468-0898283d2a01; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-domains/Coastal_areas/Baltic_Sea_-_Gulf_of_Riga/Water_body_dissolved_oxygen_concentration.nc.html; 
http://ec.oceanbrowser.net/data/emodnet-domains/Coastal_areas/Baltic_Sea_-_Gulf_of_Riga/Water_body_dissolved_oxygen_concentration.nc","OGC:WMS; 
OGC:WMS; 
WWW:LINK; 
DOI; 
WWW:DOWNLOAD-1.0-link--download; 
WWW:DOWNLOAD-1.0-link--download"
Baltic Sea - Gulf of Riga - DIVAnd 4D seasonal analysis of Water body phosphate 1994/2018 v2021,"Water body phosphate - Seasonal Climatology for Gulf of Riga for the period 1994-2018 on the domain: Lon 22.3-25.0°E, Lat 56.8-58.4°N. 
Data Sources: observational data from SeaDataNet/EMODnet Chemistry Data Network.
Description of DIVA analysis: The computation was done with the DIVAnd (Data-Interpolating Variational Analysis in n dimensions), version 2.7, using GEBCO 30sec topography for the spatial connectivity of water masses. Horizontal correlation length of 25 km and vertical correlation length of 10 m. Depth range: 0.0, 2.5, 5, 10, 15, 20, 25, 30, 40, 50 m. Units: µmol/l. 
The horizontal resolution of the produced DIVAnd maps grids is 0.01 degrees.","http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
https://emodnet.ec.europa.eu/geoviewer/; 
https://doi.org/10.6092/r54c-h187; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-domains/Coastal_areas/Baltic_Sea_-_Gulf_of_Riga/Water_body_phosphate.nc.html; 
http://opendap.oceanbrowser.net/thredds/fileServer/data/emodnet-domains/Coastal_areas/Baltic_Sea_-_Gulf_of_Riga/Water_body_phosphate.nc","OGC:WMS; 
OGC:WMS; 
WWW:LINK; 
DOI; 
WWW:DOWNLOAD-1.0-link--download; 
WWW:DOWNLOAD-1.0-link--download"
Baltic Sea - Gulf of Riga - DIVAnd 4D seasonal analysis of Water body phosphate 1995/2021 v2023,"Water body phosphate - Seasonal Climatology for Gulf of Riga for the period  1995-2021. 
    Four seasons (March-May, June-August, September-November, December-February). 
    Analyses for depths (m) (HELCOM standard depths): 0, 5, 10, 15, 20, 25, 30, 40, 50.
    
    Data Sources: observational data from SeaDataNet/EMODnet Chemistry Data Network.
    
    Description of DIVAnd analysis: Geostatistical data analysis by DIVA (Data-Interpolating Variational Analysis) tool. 
    GEBCO_04 Grid (30 arc-seconds) topography is used for the contouring preparation. 
    Files contain analysed fields, error fields and combined field with the deepest value for each grid point selected. 
    Also pre-masked fields using relative error threshold 0.3 and 0.5 are included. 
    In the analyses the horizontal correlation length is fixed to 25 km and decreasing towards the coastline, 
    the vertical correlation length is varying with depth.
    Signal to noise ratio were fixed to 1.0. 
    Log transformation was used in the analyses. No detrending, advection constraints or weighting are applied. 
    The horizontal resolution of the produced DIVAnd maps grids is 0.01 degrees.
    Unit is umol/l.","http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
https://emodnet.ec.europa.eu/geoviewer/; 
https://doi.org/10.13120/cdb144e5-109a-4165-b69d-10af153a03c1; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-domains/Coastal_areas/Baltic_Sea_-_Gulf_of_Riga/Water_body_phosphate.nc.html; 
http://ec.oceanbrowser.net/data/emodnet-domains/Coastal_areas/Baltic_Sea_-_Gulf_of_Riga/Water_body_phosphate.nc","OGC:WMS; 
OGC:WMS; 
WWW:LINK; 
DOI; 
WWW:DOWNLOAD-1.0-link--download; 
WWW:DOWNLOAD-1.0-link--download"
Baltic Sea - Gulf of Riga - DIVAnd 4D seasonal analysis of Water body silicate 1994/2019 v2021,"Water body silicate - Seasonal Climatology for Gulf of Riga for the period 1994-2019 on the domain: Lon 22.3-25.0°E, Lat 56.8-58.4°N. 
Data Sources: observational data from SeaDataNet/EMODnet Chemistry Data Network.
Description of DIVA analysis: The computation was done with the DIVAnd (Data-Interpolating Variational Analysis in n dimensions), version 2.7, using GEBCO 30sec topography for the spatial connectivity of water masses. Horizontal correlation length of 25 km and vertical correlation length of 10 m. Depth range: 0.0, 2.5, 5, 10, 15, 20, 25, 30, 40, 50 m. Units: µmol/l. 
The horizontal resolution of the produced DIVAnd maps grids is 0.01 degrees.","http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
https://emodnet.ec.europa.eu/geoviewer/; 
https://doi.org/10.6092/g40g-be21; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-domains/Coastal_areas/Baltic_Sea_-_Gulf_of_Riga/Water_body_silicate.nc.html; 
http://opendap.oceanbrowser.net/thredds/fileServer/data/emodnet-domains/Coastal_areas/Baltic_Sea_-_Gulf_of_Riga/Water_body_silicate.nc","OGC:WMS; 
OGC:WMS; 
WWW:LINK; 
DOI; 
WWW:DOWNLOAD-1.0-link--download; 
WWW:DOWNLOAD-1.0-link--download"
Baltic Sea - Gulf of Riga - DIVAnd 4D seasonal analysis of Water body silicate 1995/2021 v2023,"Water body silicate - Seasonal Climatology for Gulf of Riga for the period  1995-2021. 
    Four seasons (March-May, June-August, September-November, December-February). 
    Analyses for depths (m) (HELCOM standard depths): 0, 5, 10, 15, 20, 25, 30, 40, 50.
    
    Data Sources: observational data from SeaDataNet/EMODnet Chemistry Data Network.
    
    Description of DIVAnd analysis: Geostatistical data analysis by DIVA (Data-Interpolating Variational Analysis) tool. 
    GEBCO_04 Grid (30 arc-seconds) topography is used for the contouring preparation. 
    Files contain analysed fields, error fields and combined field with the deepest value for each grid point selected. 
    Also pre-masked fields using relative error threshold 0.3 and 0.5 are included. 
    In the analyses the horizontal correlation length is fixed to 25 km and decreasing towards the coastline, 
    the vertical correlation length is varying with depth.
    Signal to noise ratio were fixed to 1.0. 
    Log transformation was used in the analyses. No detrending, advection constraints or weighting are applied. 
    The horizontal resolution of the produced DIVAnd maps grids is 0.01 degrees.
    Unit is umol/l.","http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
https://emodnet.ec.europa.eu/geoviewer/; 
https://doi.org/10.13120/13588424-5d4d-43c6-8b04-4c871c864c0e; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-domains/Coastal_areas/Baltic_Sea_-_Gulf_of_Riga/Water_body_silicate.nc.html; 
http://ec.oceanbrowser.net/data/emodnet-domains/Coastal_areas/Baltic_Sea_-_Gulf_of_Riga/Water_body_silicate.nc","OGC:WMS; 
OGC:WMS; 
WWW:LINK; 
DOI; 
WWW:DOWNLOAD-1.0-link--download; 
WWW:DOWNLOAD-1.0-link--download"
Baltic Sea - Seafloor litter aggregated datasets 2011/2024 v2024,"EMODnet Chemistry aims to provide access to marine chemistry data sets and derived data products concerning eutrophication, ocean acidification, contaminants and litter. The chosen parameters are relevant for  the Marine Strategy Framework Directive (MSFD), in particular for descriptors 5, 8, 9 and 10. The datasets contain standardized, harmonized and validated data collections from seafloor litter. 
Datasets concerning seafloor litter data are loaded in a central database after a semi-automated validation phase. Once loaded, a data assessment is performed in order to check data consistency and potential errors are corrected thanks to a feedback loop with data originators.
EMODnet seafloor litter data and database are hosted and maintained by ‘Istituto Nazionale di Oceanografia e di Geofisica Sperimentale, Division of Oceanography (OGS/NODC)’ from Italy.
For seafloor litter, the harmonized datasets contain all unrestricted EMODnet Chemistry data on seafloor litter data.
Data are formatted following Guidelines and forms for gathering marine litter data, which can be found at: https://dx.doi.org/10.6092/15c0d34c-a01a-4091-91ac-7c4f561ab508
The updated vocabularies of admitted values are available at:
https://vocab.seadatanet.org/search
https://vocab.ices.dk/
The harmonized datasets can be downloaded as EMODnet Sea-floor litter data format version 1.0, which is a csv file, tab separated values.","https://nodc.ogs.it/repository/aggregated-datasets/litter/EMODnet_seafloorLitter_Baltic_2024_unrestricted.zip; 
https://doi.org/10.13120/42d443b7-229f-4af7-8fd9-114a215026c7","WWW:DOWNLOAD-1.0-link--download; 
DOI"
Baltic Sea DIVA 4D analysis of Water_body_ammonium,"Units: umol/l. Method: spatial interpolation produced with DIVA (Data-Interpolating Variational Analysis). URL: http://modb.oce.ulg.ac.be/DIVA.
		
Comment: Every year of the time dimension corresponds to a 10-year centred average for each season :
- winter season (December-February),
- spring (March-May),
- summer (June-August),
- autumn (September-November).

Diva settings: Snr=1.0, CL=0.7","http://dx.doi.org/10.6092/105C648E-311E-4F2F-AAC9-400933F03BB3; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Winter%20(December-February)%20-%2010-years%20running%20averages/Water_body_ammonium.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Spring%20(March-May)%20-%2010-years%20running%20averages/Water_body_ammonium.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Summer%20(June-August)%20-%2010-years%20running%20averages/Water_body_ammonium.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Autumn%20(September-November)%20-%2010-years%20running%20averages/Water_body_ammonium.4Danl.nc.html",DOI
Baltic Sea DIVA 4D analysis of Water_body_chlorophyll-a,"Units: mg/m3. Method: spatial interpolation produced with DIVA (Data-Interpolating Variational Analysis). URL: http://modb.oce.ulg.ac.be/DIVA.
		
Comment: Every year of the time dimension corresponds to a 10-year centred average for each season :
- winter season (December-February),
- spring (March-May),
- summer (June-August),
- autumn (September-November).
.","http://dx.doi.org/10.6092/77EBCC7C-E61C-4B3B-B23A-82DCF0734866; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic Sea/Winter (December-February) - 10-years running averages/Water_body_chlorophyll-a.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic Sea/Spring (March-May) - 10-years running averages/Water_body_chlorophyll-a.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic Sea/Summer (June-August) - 10-years running averages/Water_body_chlorophyll-a.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic Sea/Autumn (September-November) - 10-years running averages/Water_body_chlorophyll-a.4Danl.nc.html","DOI; 
WWW:DOWNLOAD-1.0-link--download; 
WWW:DOWNLOAD-1.0-link--download; 
WWW:DOWNLOAD-1.0-link--download; 
WWW:DOWNLOAD-1.0-link--download"
Baltic Sea DIVA 4D analysis of Water_body_dissolved_oxygen_concentration,"Units: umol/l. Method: spatial interpolation produced with DIVA (Data-Interpolating Variational Analysis). URL: http://modb.oce.ulg.ac.be/DIVA.

Comment: Every year of the time dimension corresponds to a 10-year centred average for each season :
- winter season (December-February),
- spring (March-May),
- summer (June-August),
- autumn (September-November).","http://dx.doi.org/10.6092/2322E908-DA41-4D5D-B55C-4C0BEA5C3B46; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic Sea/Winter (December-February) - 10-years running averages/Water_body_dissolved_oxygen_concentration.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic Sea/Spring (March-May) - 10-years running averages/Water_body_dissolved_oxygen_concentration.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic Sea/Summer (June-August) - 10-years running averages/Water_body_dissolved_oxygen_concentration.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic Sea/Autumn (September-November) - 10-years running averages/Water_body_dissolved_oxygen_concentration.4Danl.nc.html","DOI; 
WWW:DOWNLOAD-1.0-link--download; 
WWW:DOWNLOAD-1.0-link--download; 
WWW:DOWNLOAD-1.0-link--download; 
WWW:DOWNLOAD-1.0-link--download"
Baltic Sea DIVA 4D analysis of Water_body_nitrate,"Units: umol/l. Method: spatial interpolation produced with DIVA (Data-Interpolating Variational Analysis). URL: http://modb.oce.ulg.ac.be/DIVA.
		
Comment: Every year of the time dimension corresponds to a 10-year centred average for each season :
- winter season (December-February),
- spring (March-May),
- summer (June-August),
- autumn (September-November).

 Diva settings: Snr=1.0, CL=0.7","http://dx.doi.org/10.6092/28BF2235-485C-4128-83D2-4EC455DB554C; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Winter%20(December-February)%20-%2010-years%20running%20averages/Water_body_nitrate.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Spring%20(March-May)%20-%2010-years%20running%20averages/Water_body_nitrate.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Summer%20(June-August)%20-%2010-years%20running%20averages/Water_body_nitrate.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Autumn%20(September-November)%20-%2010-years%20running%20averages/Water_body_nitrate.4Danl.nc.html",DOI
Baltic Sea DIVA 4D analysis of Water_body_nitrate_plus_nitrite,"Units: umol/l. Method: spatial interpolation produced with DIVA (Data-Interpolating Variational Analysis). URL: http://modb.oce.ulg.ac.be/DIVA.
		
Comment: Every year of the time dimension corresponds to a 10-year centred average for each season :
- winter season (December-February),
- spring (March-May),
- summer (June-August),
- autumn (September-November).

Diva settings: Snr=1.0, CL=0.7","http://dx.doi.org/10.6092/3526BEC3-A941-4888-BB10-97FE5CEAB56C; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Winter%20(December-February)%20-%2010-years%20running%20averages/Water_body_nitrate_plus_nitrite.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Spring%20(March-May)%20-%2010-years%20running%20averages/Water_body_nitrate_plus_nitrite.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Summer%20(June-August)%20-%2010-years%20running%20averages/Water_body_nitrate_plus_nitrite.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Autumn%20(September-November)%20-%2010-years%20running%20averages/Water_body_nitrate_plus_nitrite.4Danl.nc.html",DOI
Baltic Sea DIVA 4D analysis of Water_body_phosphate,"Units: umol/l. Method: spatial interpolation produced with DIVA (Data-Interpolating Variational Analysis). URL: http://modb.oce.ulg.ac.be/DIVA.

Comment: Every year of the time dimension corresponds to a 10-year centred average for each season :
- winter season (December-February),
- spring (March-May),
- summer (June-August),
- autumn (September-November).

Diva settings: Snr=1.0, CL=0.7.","http://dx.doi.org/10.6092/452EED6D-70B5-4AFD-80FB-286CF76F4CE5; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Winter%20(December-February)%20-%2010-years%20running%20averages/Water_body_phosphate.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Spring%20(March-May)%20-%2010-years%20running%20averages/Water_body_phosphate.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Summer%20(June-August)%20-%2010-years%20running%20averages/Water_body_phosphate.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-projects/Phase-2/Baltic%20Sea/Autumn%20(September-November)%20-%2010-years%20running%20averages/Water_body_phosphate.4Danl.nc.html",DOI
